date,user_id,income_inr,total_spend_inr,spend_food_delivery_inr,spend_ecommerce_inr,spend_groceries_inr,spend_transport_inr,spend_entertainment_inr,spend_healthcare_inr,spend_rent_or_home_inr,spend_loan_emi_inr,spend_education_inr,spend_misc_inr,spend_upi_inr,spend_wallet_inr,spend_card_inr,spend_netbanking_inr,spend_bank_transfer_inr,spend_gpay_inr,spend_credit_card_inr,spend_debit_card_inr,cash_balance_est_inr
2026-01-07,U001,0.0,1586.47,192.06,245.1,325.33,170.18,462.89,46.91,0.0,0.0,0.0,144.0,0.0,762.49,823.98,0.0,0.0,0.0,823.98,0.0,-136609.3
2026-01-08,U001,0.0,1808.69,689.69,0.0,220.33,83.71,158.03,132.11,0.0,0.0,0.0,524.82,745.15,0.0,373.85,689.69,0.0,745.15,158.03,215.82,-138417.99
2026-01-09,U001,0.0,986.49,104.98,0.0,284.66,235.26,145.59,0.0,0.0,0.0,0.0,216.0,389.64,216.0,235.26,145.59,0.0,0.0,235.26,0.0,-139404.48
2026-01-10,U001,0.0,3154.13,324.64,1591.5,104.26,179.83,382.53,29.87,0.0,0.0,0.0,541.5,707.17,571.37,842.2,1033.39,0.0,324.64,737.94,104.26,-142558.61
2026-01-11,U001,0.0,1484.06,336.73,215.9,149.34,125.51,98.2,25.97,0.0,0.0,0.0,532.41,149.34,586.41,532.41,215.9,0.0,0.0,532.41,0.0,-144042.67
2026-01-12,U001,0.0,1940.49,453.52,345.25,273.52,212.38,111.71,20.76,0.0,0.0,0.0,523.35,817.63,212.38,456.96,453.52,0.0,817.63,111.71,345.25,-145983.16
2026-01-13,U001,0.0,2363.43,812.75,388.27,292.14,165.58,100.54,42.03,0.0,0.0,0.0,562.12,392.68,727.7,430.3,812.75,0.0,100.54,0.0,430.3,-148346.59
2026-01-14,U001,0.0,1167.88,435.63,124.33,216.23,185.55,0.0,21.45,0.0,0.0,0.0,184.69,184.69,309.88,673.31,0.0,0.0,0.0,237.68,435.63,-149514.47
2026-01-15,U001,0.0,1740.57,571.61,356.86,209.6,154.25,132.15,0.0,0.0,0.0,0.0,316.1,672.96,571.61,132.15,363.85,0.0,672.96,0.0,132.15,-151255.04
2026-01-16,U001,0.0,1576.91,362.13,265.12,120.57,195.4,159.9,142.45,0.0,0.0,0.0,331.34,475.87,627.25,473.79,0.0,0.0,195.4,473.79,0.0,-152831.95
2026-01-17,U001,0.0,3115.3,334.66,1706.36,329.08,266.4,176.68,104.12,0.0,0.0,0.0,198.0,334.66,1510.74,266.4,1003.5,0.0,334.66,266.4,0.0,-155947.25
2026-01-18,U001,0.0,1335.08,314.55,418.95,299.1,147.37,0.0,7.91,0.0,0.0,0.0,147.2,461.92,307.01,0.0,566.15,0.0,147.37,0.0,0.0,-157282.33
2026-01-19,U001,0.0,1573.74,662.37,177.96,129.4,98.45,210.8,78.76,0.0,0.0,0.0,216.0,276.41,129.4,78.76,1089.17,0.0,276.41,78.76,0.0,-158856.07
2026-01-20,U001,0.0,2009.14,436.13,394.22,248.47,319.98,105.88,0.0,0.0,0.0,0.0,504.46,504.46,0.0,1068.55,436.13,0.0,504.46,319.98,748.57,-160865.21
2026-01-21,U001,0.0,1837.96,568.31,207.01,267.83,181.08,271.42,0.0,0.0,0.0,0.0,342.31,1088.57,0.0,0.0,749.39,0.0,539.25,0.0,0.0,-162703.17
2026-01-22,U001,0.0,1643.35,469.83,81.6,109.39,130.3,168.88,183.08,0.0,0.0,0.0,500.27,1220.58,0.0,183.08,239.69,0.0,551.43,0.0,183.08,-164346.52
2026-01-23,U001,0.0,784.35,195.95,84.93,106.3,143.99,71.17,0.0,0.0,0.0,0.0,182.01,267.12,250.29,0.0,266.94,0.0,71.17,0.0,0.0,-165130.87
2026-01-24,U001,0.0,3243.57,473.7,1872.85,243.49,187.91,118.51,5.11,0.0,0.0,0.0,342.0,590.6,1084.21,1450.25,118.51,0.0,585.49,1450.25,0.0,-168374.44
2026-01-25,U001,0.0,1493.05,447.93,0.0,312.63,234.56,195.7,31.99,0.0,0.0,0.0,270.24,31.99,582.87,430.26,447.93,0.0,31.99,430.26,0.0,-169867.49
2026-01-26,U001,0.0,1542.48,286.45,333.49,179.03,239.51,0.0,0.0,0.0,0.0,0.0,504.0,239.51,0.0,1016.52,286.45,0.0,0.0,179.03,837.49,-171409.97
2026-01-27,U001,0.0,1124.21,465.88,163.49,0.0,159.12,101.08,30.63,0.0,0.0,0.0,204.01,305.09,322.61,465.88,30.63,0.0,204.01,0.0,465.88,-172534.18
2026-01-28,U001,0.0,2036.42,1047.02,231.87,197.02,183.97,161.26,14.21,0.0,0.0,0.0,201.07,231.87,161.26,197.02,1446.27,0.0,0.0,0.0,197.02,-174570.6
2026-01-29,U001,0.0,1329.12,310.62,83.46,347.13,229.62,172.59,95.7,0.0,0.0,0.0,90.0,808.53,83.46,347.13,90.0,0.0,483.21,0.0,347.13,-175899.72
2026-01-30,U001,0.0,1556.87,628.15,0.0,311.32,280.66,56.96,62.37,0.0,0.0,0.0,217.41,0.0,368.28,845.56,343.03,0.0,0.0,217.41,628.15,-177456.59
2026-01-31,U001,45000.0,2033.53,456.08,717.8,172.62,201.6,148.24,0.0,0.0,0.0,0.0,337.19,538.79,148.24,172.62,1173.88,0.0,337.19,172.62,0.0,-134490.12
2026-02-01,U001,0.0,1633.71,128.81,530.82,107.37,176.91,31.5,46.3,0.0,0.0,0.0,612.0,0.0,31.5,684.49,917.72,0.0,0.0,684.49,0.0,-136123.83
2026-02-02,U001,0.0,1647.62,260.93,315.3,110.41,207.57,161.82,74.04,0.0,0.0,0.0,517.55,468.5,0.0,551.16,627.96,0.0,468.5,235.86,315.3,-137771.45
2026-02-03,U001,0.0,1322.01,598.91,0.0,73.24,57.69,136.39,59.78,0.0,0.0,0.0,396.0,133.02,194.08,994.91,0.0,0.0,73.24,994.91,0.0,-139093.46
2026-02-04,U001,0.0,1300.21,218.32,114.65,322.97,163.38,210.89,0.0,0.0,0.0,0.0,270.0,270.0,592.59,114.65,322.97,0.0,270.0,114.65,0.0,-140393.67
2026-02-05,U001,0.0,13499.61,455.09,0.0,324.88,140.53,154.74,64.37,12000.0,0.0,0.0,360.0,295.27,12455.09,0.0,749.25,0.0,295.27,0.0,0.0,-153893.28
2026-02-06,U001,0.0,1663.51,289.36,187.91,312.12,230.04,76.76,116.37,0.0,0.0,0.0,450.95,405.73,76.76,542.16,638.86,0.0,0.0,542.16,0.0,-155556.79
2026-02-07,U001,0.0,3778.95,438.03,1896.8,361.33,371.19,190.11,0.0,0.0,0.0,0.0,521.49,1896.8,438.03,732.52,711.6,0.0,1062.54,732.52,0.0,-159335.74
2026-02-08,U001,0.0,1870.6,564.12,270.09,209.73,112.53,35.06,49.07,0.0,0.0,0.0,630.0,0.0,949.16,209.73,711.71,0.0,0.0,209.73,0.0,-161206.34
2026-02-09,U001,0.0,1822.68,599.1,383.51,153.09,176.82,140.33,81.83,0.0,0.0,0.0,288.0,383.51,258.65,1180.52,0.0,0.0,383.51,1180.52,0.0,-163029.02
2026-02-10,U001,0.0,1098.76,0.0,0.0,206.93,214.42,183.97,67.15,0.0,0.0,0.0,426.29,426.29,214.42,274.08,183.97,0.0,426.29,67.15,206.93,-164127.78
2026-02-11,U001,0.0,1471.35,332.45,160.21,19.37,240.29,160.15,18.88,0.0,0.0,0.0,540.0,719.58,492.6,259.17,0.0,0.0,719.58,240.29,18.88,-165599.13
2026-02-12,U001,0.0,1684.96,399.89,233.15,125.02,306.62,264.01,61.15,0.0,0.0,0.0,295.12,461.04,695.65,528.27,0.0,0.0,399.89,528.27,0.0,-167284.09
2026-02-13,U001,0.0,1611.56,246.41,103.98,231.96,182.15,60.3,0.0,0.0,0.0,0.0,786.76,286.13,0.0,478.37,847.06,0.0,286.13,231.96,246.41,-168895.65
2026-02-14,U001,0.0,3760.49,529.6,1895.4,231.83,196.79,0.0,117.18,0.0,0.0,0.0,789.69,761.43,0.0,2012.58,986.48,0.0,0.0,117.18,1895.4,-172656.14
2026-02-15,U001,0.0,1974.04,535.93,0.0,264.56,226.02,191.78,121.06,0.0,0.0,0.0,634.69,312.84,800.49,226.02,634.69,0.0,121.06,226.02,0.0,-174630.18
2026-02-16,U001,0.0,1075.64,302.33,0.0,171.47,280.07,72.69,0.0,0.0,0.0,0.0,249.08,72.69,302.33,700.62,0.0,0.0,72.69,700.62,0.0,-175705.82
2026-02-17,U001,0.0,1679.83,428.78,375.58,140.22,207.2,389.03,5.84,0.0,0.0,0.0,133.18,207.2,958.03,375.58,139.02,0.0,207.2,0.0,375.58,-177385.65
2026-02-18,U001,0.0,1585.88,547.21,233.32,113.01,157.63,190.7,0.0,0.0,0.0,0.0,344.01,303.71,344.01,390.95,547.21,0.0,0.0,390.95,0.0,-178971.53
2026-02-19,U001,0.0,1544.99,415.58,0.0,304.41,218.27,290.97,112.59,0.0,0.0,0.0,203.17,203.17,528.17,813.65,0.0,0.0,203.17,522.68,290.97,-180516.52
2026-02-20,U001,0.0,1610.97,463.42,342.23,79.33,226.58,83.3,0.0,0.0,0.0,0.0,416.11,342.23,83.3,1106.11,79.33,0.0,342.23,416.11,690.0,-182127.49
2026-02-21,U001,0.0,4189.08,674.62,1913.75,334.89,203.41,11.64,102.3,0.0,0.0,0.0,948.47,0.0,203.41,448.83,3536.84,0.0,0.0,448.83,0.0,-186316.57
2026-02-22,U001,0.0,1687.65,174.45,248.41,291.34,148.52,0.0,14.93,0.0,0.0,0.0,810.0,958.52,729.13,0.0,0.0,0.0,810.0,0.0,0.0,-188004.22
2025-08-22,U002,0.0,552.8,31.37,0.0,325.81,41.53,133.63,0.0,0.0,0.0,0.0,20.46,41.53,479.9,31.37,0.0,0.0,0.0,0.0,31.37,-552.8
2025-08-23,U002,0.0,525.79,35.29,0.0,339.94,14.18,71.63,0.0,0.0,0.0,0.0,64.75,0.0,64.75,389.41,71.63,0.0,0.0,0.0,389.41,-1078.59
2025-08-24,U002,0.0,1051.77,74.86,0.0,107.33,43.14,108.43,718.01,0.0,0.0,0.0,0.0,226.43,0.0,718.01,107.33,0.0,0.0,718.01,0.0,-2130.36
2025-08-25,U002,0.0,1159.86,86.01,142.52,258.28,12.1,0.0,637.39,0.0,0.0,0.0,23.56,0.0,0.0,1005.24,154.62,0.0,0.0,0.0,1005.24,-3290.22
2025-08-26,U002,0.0,799.01,125.81,0.0,314.15,18.87,136.39,69.85,0.0,0.0,0.0,133.94,528.68,0.0,133.94,136.39,0.0,0.0,0.0,133.94,-4089.23
2025-08-27,U002,0.0,1140.34,118.34,117.58,255.84,25.32,133.36,483.34,0.0,0.0,0.0,6.56,251.7,515.22,117.58,255.84,0.0,0.0,0.0,117.58,-5229.57
2025-08-28,U002,0.0,1491.08,89.78,163.93,258.34,94.5,227.81,527.19,0.0,0.0,0.0,129.53,94.5,89.78,650.08,656.72,0.0,94.5,0.0,650.08,-6720.65
2025-08-29,U002,0.0,611.75,0.0,0.0,181.51,0.0,125.52,95.6,0.0,0.0,0.0,209.12,0.0,221.12,390.63,0.0,0.0,0.0,209.12,181.51,-7332.4
2025-08-30,U002,0.0,685.18,9.05,252.58,270.42,50.86,22.21,0.0,0.0,0.0,0.0,80.06,102.27,50.86,261.63,270.42,0.0,0.0,0.0,261.63,-8017.58
2025-08-31,U002,0.0,1475.28,18.36,248.75,339.79,62.16,72.69,646.99,0.0,0.0,0.0,86.54,62.16,738.04,0.0,675.08,0.0,0.0,0.0,0.0,-9492.86
2025-09-01,U002,60000.0,739.68,48.76,0.0,0.0,17.56,0.0,590.82,0.0,0.0,0.0,82.54,82.54,0.0,0.0,657.14,0.0,0.0,0.0,0.0,49767.46
2025-09-02,U002,0.0,817.89,35.33,32.07,169.43,0.0,254.24,326.82,0.0,0.0,0.0,0.0,204.76,0.0,286.31,326.82,0.0,0.0,0.0,286.31,48949.57
2025-09-03,U002,0.0,85617.07,0.0,0.0,54.32,78.55,82.09,305.52,85000.0,0.0,0.0,96.59,305.52,85078.55,96.59,136.41,0.0,0.0,0.0,96.59,-36667.5
2025-09-04,U002,0.0,1167.97,73.65,42.01,306.66,92.6,227.44,242.32,0.0,0.0,0.0,183.29,959.71,92.6,42.01,73.65,0.0,0.0,0.0,42.01,-37835.47
2025-09-05,U002,0.0,1610.7,78.98,267.04,422.35,45.09,136.03,661.21,0.0,0.0,0.0,0.0,267.04,78.98,0.0,1264.68,0.0,0.0,0.0,0.0,-39446.17
2025-09-06,U002,0.0,1773.74,51.64,264.28,319.18,24.54,260.51,686.6,0.0,0.0,0.0,166.99,950.88,452.04,319.18,51.64,0.0,686.6,0.0,319.18,-41219.91
2025-09-07,U002,0.0,935.14,93.29,37.55,261.16,114.16,117.49,246.37,0.0,0.0,0.0,65.12,179.28,378.65,283.92,93.29,0.0,114.16,0.0,283.92,-42155.05
2025-09-08,U002,0.0,1194.62,15.19,183.83,461.42,40.58,0.0,391.83,0.0,0.0,0.0,101.77,391.83,116.96,0.0,685.83,0.0,0.0,0.0,0.0,-43349.67
2025-09-09,U002,0.0,1302.98,90.2,316.21,470.71,67.23,207.22,132.73,0.0,0.0,0.0,18.68,241.61,854.15,0.0,207.22,0.0,90.2,0.0,0.0,-44652.65
2025-09-10,U002,0.0,1246.87,85.8,189.41,519.96,23.52,51.84,374.05,0.0,0.0,0.0,2.29,111.61,945.85,0.0,189.41,0.0,0.0,0.0,0.0,-45899.52
2025-09-11,U002,0.0,687.49,12.45,142.59,315.18,19.43,0.89,67.82,0.0,0.0,0.0,129.13,196.95,143.48,315.18,31.88,0.0,67.82,0.0,315.18,-46587.01
2025-09-12,U002,0.0,1313.47,18.86,0.0,29.02,50.56,25.86,1081.19,0.0,0.0,0.0,107.98,29.02,1081.19,95.28,107.98,0.0,0.0,0.0,95.28,-47900.48
2025-09-13,U002,0.0,1686.51,50.27,0.0,202.61,0.0,195.72,1105.35,0.0,0.0,0.0,132.56,1105.35,202.61,195.72,182.83,0.0,0.0,0.0,195.72,-49586.99
2025-09-14,U002,0.0,2035.38,78.1,126.82,182.0,109.36,63.71,1398.47,0.0,0.0,0.0,76.92,377.99,1475.39,0.0,182.0,0.0,109.36,0.0,0.0,-51622.37
2025-09-15,U002,0.0,2086.87,101.07,178.68,290.79,38.44,240.9,1135.09,0.0,0.0,0.0,101.9,101.9,671.2,1313.77,0.0,0.0,0.0,0.0,1313.77,-53709.24
2025-09-16,U002,0.0,1068.31,13.41,0.0,236.11,0.0,114.22,673.21,0.0,0.0,0.0,31.36,0.0,0.0,31.36,1036.95,0.0,0.0,31.36,0.0,-54777.55
2025-09-17,U002,0.0,1785.23,39.85,73.43,0.0,61.01,297.63,1278.57,0.0,0.0,0.0,34.74,61.01,1278.57,405.8,39.85,0.0,0.0,0.0,405.8,-56562.78
2025-09-18,U002,0.0,1743.94,85.92,67.86,244.45,14.77,254.63,902.26,0.0,0.0,0.0,174.05,1229.34,428.68,85.92,0.0,0.0,244.45,0.0,85.92,-58306.72
2025-09-19,U002,0.0,1210.52,11.66,0.0,196.01,32.57,123.19,842.47,0.0,0.0,0.0,4.62,44.23,319.2,842.47,4.62,0.0,11.66,0.0,842.47,-59517.24
2025-09-20,U002,0.0,1563.74,41.85,3.95,295.03,0.0,109.02,1078.62,0.0,0.0,0.0,35.27,1117.84,150.87,295.03,0.0,0.0,0.0,0.0,295.03,-61080.98
2025-09-21,U002,0.0,745.05,34.09,73.8,154.49,45.21,304.62,114.08,0.0,0.0,0.0,18.76,459.11,18.76,45.21,221.97,0.0,0.0,0.0,45.21,-61826.03
2025-09-22,U002,0.0,1118.59,35.3,0.0,414.74,0.0,77.52,504.58,0.0,0.0,0.0,86.45,77.52,536.49,504.58,0.0,0.0,0.0,0.0,504.58,-62944.62
2025-09-23,U002,0.0,1250.54,29.9,169.42,385.95,46.32,55.9,414.05,0.0,0.0,0.0,149.0,0.0,613.37,251.22,385.95,0.0,0.0,204.9,46.32,-64195.16
2025-09-24,U002,0.0,1207.81,26.59,169.56,0.0,43.33,0.0,910.45,0.0,0.0,0.0,57.88,57.88,0.0,43.33,1106.6,0.0,0.0,0.0,43.33,-65402.97
2025-09-25,U002,0.0,1238.82,147.18,86.65,129.54,12.34,246.85,538.98,0.0,0.0,0.0,77.28,129.54,625.63,324.13,159.52,0.0,0.0,0.0,324.13,-66641.79
2025-09-26,U002,0.0,812.73,10.54,133.03,209.92,31.39,36.65,321.0,0.0,0.0,0.0,70.2,277.96,143.57,321.0,70.2,0.0,36.65,321.0,0.0,-67454.52
2025-09-27,U002,0.0,1508.12,152.58,236.79,293.15,90.25,116.98,489.18,0.0,0.0,0.0,129.19,327.04,0.0,1051.89,129.19,0.0,90.25,152.58,899.31,-68962.64
2025-09-28,U002,0.0,958.32,63.72,82.81,204.0,46.89,14.54,424.73,0.0,0.0,0.0,121.63,424.73,110.61,422.98,0.0,0.0,0.0,0.0,422.98,-69920.96
2025-09-29,U002,0.0,963.84,42.56,137.67,68.83,89.05,192.14,282.34,0.0,0.0,0.0,151.25,42.56,282.34,151.25,487.69,0.0,42.56,0.0,151.25,-70884.8
2025-09-30,U002,0.0,1432.35,31.56,76.46,265.24,44.32,121.45,745.51,0.0,0.0,0.0,147.81,853.53,265.24,44.32,269.26,0.0,31.56,0.0,44.32,-72317.15
2025-10-01,U002,60000.0,817.08,124.22,0.0,272.05,74.11,47.1,248.68,0.0,0.0,0.0,50.92,124.22,47.1,74.11,571.65,0.0,0.0,0.0,74.11,-13134.23
2025-10-02,U002,0.0,1152.35,52.33,233.64,288.5,10.33,86.9,328.16,0.0,0.0,0.0,152.49,0.0,390.82,375.4,386.13,0.0,0.0,0.0,375.4,-14286.58
2025-10-03,U002,0.0,86318.78,85.92,114.91,121.59,43.34,173.94,679.09,85000.0,0.0,0.0,99.99,974.62,85114.91,99.99,129.26,0.0,173.94,0.0,99.99,-100605.36
2025-10-04,U002,0.0,1344.06,39.63,95.53,351.07,12.17,135.42,664.79,0.0,0.0,0.0,45.45,486.23,664.79,57.62,135.42,0.0,39.63,0.0,57.62,-101949.42
2025-10-05,U002,0.0,462.49,0.0,0.0,0.0,40.62,144.14,171.88,0.0,0.0,0.0,105.85,184.76,0.0,0.0,277.73,0.0,40.62,0.0,0.0,-102411.91
2025-10-06,U002,0.0,1212.71,16.84,10.13,545.88,81.47,12.45,513.66,0.0,0.0,0.0,32.28,32.28,558.33,622.1,0.0,0.0,0.0,0.0,622.1,-103624.62
2025-10-07,U002,0.0,1168.52,73.21,148.16,355.91,68.78,112.16,279.73,0.0,0.0,0.0,130.57,311.51,429.12,279.73,148.16,0.0,311.51,0.0,279.73,-104793.14
2025-10-08,U002,0.0,544.86,38.69,74.39,57.34,40.6,34.56,287.26,0.0,0.0,0.0,12.02,74.39,397.22,38.69,34.56,0.0,0.0,0.0,38.69,-105338.0
2025-10-09,U002,0.0,592.01,16.2,238.71,26.91,0.0,109.51,192.25,0.0,0.0,0.0,8.43,16.2,227.59,109.51,238.71,0.0,0.0,0.0,109.51,-105930.01
2025-10-10,U002,0.0,904.37,30.02,0.0,462.53,88.72,0.0,323.1,0.0,0.0,0.0,0.0,0.0,411.82,462.53,30.02,0.0,0.0,0.0,462.53,-106834.38
2025-10-11,U002,0.0,1559.68,48.93,281.92,366.24,100.58,192.21,380.91,0.0,0.0,0.0,188.89,149.51,0.0,855.04,555.13,0.0,0.0,0.0,855.04,-108394.06
2025-10-12,U002,0.0,942.08,47.65,101.99,161.97,0.0,0.0,630.47,0.0,0.0,0.0,0.0,630.47,161.97,47.65,101.99,0.0,0.0,47.65,0.0,-109336.14
2025-10-13,U002,0.0,637.64,0.0,0.0,137.02,31.14,136.63,200.35,0.0,0.0,0.0,132.5,0.0,132.5,136.63,368.51,0.0,0.0,136.63,0.0,-109973.78
2025-10-14,U002,0.0,497.95,23.84,0.0,286.72,58.36,48.09,0.0,0.0,0.0,0.0,80.94,80.94,345.08,48.09,23.84,0.0,0.0,0.0,48.09,-110471.73
2025-10-15,U002,0.0,1891.88,18.51,121.75,742.86,60.85,338.88,442.19,0.0,0.0,0.0,166.84,288.59,803.71,357.39,442.19,0.0,0.0,0.0,357.39,-112363.61
2025-10-16,U002,0.0,1107.44,91.23,266.4,524.43,22.74,140.25,0.0,0.0,0.0,0.0,62.39,316.61,524.43,266.4,0.0,0.0,176.36,266.4,0.0,-113471.05
2025-10-17,U002,0.0,912.22,58.94,59.14,149.89,50.8,153.4,320.29,0.0,0.0,0.0,119.76,473.69,178.7,209.03,50.8,0.0,320.29,0.0,209.03,-114383.27
2025-10-18,U002,0.0,852.52,86.84,97.77,360.43,10.51,39.15,236.41,0.0,0.0,0.0,21.41,136.92,21.41,694.19,0.0,0.0,0.0,360.43,333.76,-115235.79
2025-10-19,U002,0.0,1173.93,34.24,107.78,289.23,30.08,190.44,383.26,0.0,0.0,0.0,138.9,137.86,363.58,289.23,383.26,0.0,0.0,0.0,289.23,-116409.72
2025-10-20,U002,0.0,974.73,17.27,93.24,164.56,52.08,114.36,406.75,0.0,0.0,0.0,126.47,538.38,219.71,0.0,216.64,0.0,0.0,0.0,0.0,-117384.45
2025-10-21,U002,0.0,255.48,79.77,0.0,109.45,0.12,16.68,7.33,0.0,0.0,0.0,42.13,0.12,151.58,0.0,103.78,0.0,0.0,0.0,0.0,-117639.93
2025-10-22,U002,0.0,987.93,55.36,53.09,342.74,52.5,89.16,347.73,0.0,0.0,0.0,47.35,100.44,55.36,742.97,89.16,0.0,0.0,0.0,742.97,-118627.86
2025-10-23,U002,0.0,1200.98,45.75,0.0,585.31,64.28,318.45,175.76,0.0,0.0,0.0,11.43,915.19,0.0,285.79,0.0,0.0,0.0,175.76,110.03,-119828.84
2025-10-24,U002,0.0,928.4,0.0,39.05,535.29,24.34,273.54,0.0,0.0,0.0,0.0,56.18,56.18,297.88,39.05,535.29,0.0,56.18,0.0,39.05,-120757.24
2025-10-25,U002,0.0,836.11,34.05,0.0,388.46,53.52,86.69,266.67,0.0,0.0,0.0,6.72,266.67,53.52,34.05,481.87,0.0,0.0,0.0,34.05,-121593.35
2025-10-26,U002,0.0,1197.07,11.37,168.77,404.18,0.0,249.39,214.25,0.0,0.0,0.0,149.11,404.18,317.88,260.76,214.25,0.0,0.0,0.0,260.76,-122790.42
2025-10-27,U002,0.0,837.04,23.91,0.0,417.64,55.06,206.95,0.0,0.0,0.0,0.0,133.48,230.86,417.64,0.0,188.54,0.0,0.0,0.0,0.0,-123627.46
2025-10-28,U002,0.0,774.51,20.65,235.26,192.48,65.36,162.87,84.42,0.0,0.0,0.0,13.47,248.73,297.55,65.36,162.87,0.0,0.0,0.0,65.36,-124401.97
2025-10-29,U002,0.0,756.63,10.86,0.0,268.73,16.52,94.88,288.46,0.0,0.0,0.0,77.18,0.0,304.98,94.88,356.77,0.0,0.0,0.0,94.88,-125158.6
2025-10-30,U002,0.0,838.78,97.19,260.78,123.29,15.68,44.88,280.52,0.0,0.0,0.0,16.44,139.73,377.71,60.56,260.78,0.0,0.0,0.0,60.56,-125997.38
2025-10-31,U002,0.0,971.97,6.45,0.0,572.55,9.86,206.68,119.58,0.0,0.0,0.0,56.85,216.54,6.45,629.4,119.58,0.0,9.86,0.0,629.4,-126969.35
2025-11-01,U002,60000.0,612.37,4.17,66.64,337.0,60.1,44.48,52.59,0.0,0.0,0.0,47.39,115.29,0.0,497.08,0.0,0.0,0.0,0.0,497.08,-67581.72
2025-11-02,U002,0.0,832.34,28.32,147.16,107.47,48.09,301.01,173.82,0.0,0.0,0.0,26.47,309.61,48.09,301.01,173.63,0.0,0.0,0.0,301.01,-68414.06
2025-11-03,U002,0.0,86079.07,19.0,9.36,350.34,18.44,266.57,386.19,85000.0,0.0,0.0,29.17,691.29,0.0,85350.34,37.44,0.0,0.0,0.0,85350.34,-154493.13
2025-11-04,U002,0.0,780.68,49.22,47.47,455.91,1.94,66.56,159.58,0.0,0.0,0.0,0.0,0.0,455.91,49.41,275.36,0.0,0.0,0.0,49.41,-155273.81
2025-11-05,U002,0.0,1008.87,95.97,70.59,190.03,37.01,69.75,471.69,0.0,0.0,0.0,73.83,579.29,69.75,169.8,190.03,0.0,37.01,0.0,169.8,-156282.68
2025-11-06,U002,0.0,957.5,13.14,353.32,0.0,27.37,200.39,194.14,0.0,0.0,0.0,169.14,366.46,363.28,227.76,0.0,0.0,353.32,0.0,227.76,-157240.18
2025-11-07,U002,0.0,606.2,26.5,51.68,320.14,74.17,0.0,103.11,0.0,0.0,0.0,30.6,74.17,129.61,350.74,51.68,0.0,74.17,0.0,350.74,-157846.38
2025-11-08,U002,0.0,926.12,10.58,0.0,0.0,51.58,163.49,700.47,0.0,0.0,0.0,0.0,0.0,0.0,174.07,752.05,0.0,0.0,0.0,174.07,-158772.5
2025-11-09,U002,0.0,1314.72,37.17,97.64,205.96,67.03,71.06,835.86,0.0,0.0,0.0,0.0,277.02,97.64,940.06,0.0,0.0,0.0,0.0,940.06,-160087.22
2025-11-10,U002,0.0,1137.28,117.96,0.0,293.08,0.0,175.5,481.11,0.0,0.0,0.0,69.63,175.5,69.63,0.0,892.15,0.0,175.5,0.0,0.0,-161224.5
2025-11-11,U002,0.0,593.67,67.35,61.7,334.57,53.27,50.78,0.0,0.0,0.0,0.0,26.0,129.05,413.84,0.0,50.78,0.0,0.0,0.0,0.0,-161818.17
2025-11-12,U002,0.0,888.23,0.0,367.16,364.59,38.65,14.46,0.0,0.0,0.0,0.0,103.37,0.0,731.75,103.37,53.11,0.0,0.0,0.0,103.37,-162706.4
2025-11-13,U002,0.0,1218.64,25.47,149.23,278.29,34.55,100.21,591.8,0.0,0.0,0.0,39.09,726.56,427.52,39.09,25.47,0.0,0.0,0.0,39.09,-163925.04
2025-11-14,U002,0.0,1188.83,102.91,42.49,541.02,62.27,219.64,153.9,0.0,0.0,0.0,66.6,0.0,145.4,286.24,757.19,0.0,0.0,0.0,286.24,-165113.87
2025-11-15,U002,0.0,1336.83,76.0,25.91,495.26,8.72,136.26,409.5,0.0,0.0,0.0,185.18,136.26,269.9,930.67,0.0,0.0,0.0,0.0,930.67,-166450.7
2025-11-16,U002,0.0,1281.48,0.0,0.0,55.76,83.77,217.21,775.22,0.0,0.0,0.0,149.52,1064.27,0.0,0.0,217.21,0.0,83.77,0.0,0.0,-167732.18
2025-11-17,U002,0.0,639.83,129.61,57.77,0.0,0.0,80.94,348.0,0.0,0.0,0.0,23.51,0.0,0.0,268.32,371.51,0.0,0.0,0.0,268.32,-168372.01
2025-11-18,U002,0.0,906.82,0.0,0.0,296.71,54.09,155.3,255.5,0.0,0.0,0.0,145.22,400.72,54.09,296.71,155.3,0.0,0.0,296.71,0.0,-169278.83
2025-11-19,U002,0.0,704.08,38.73,96.53,278.06,30.32,209.45,17.47,0.0,0.0,0.0,33.52,69.05,50.99,209.45,374.59,0.0,0.0,0.0,209.45,-169982.91
2025-11-20,U002,0.0,895.22,0.0,99.87,265.11,34.37,8.05,345.37,0.0,0.0,0.0,142.45,307.53,0.0,487.82,99.87,0.0,34.37,0.0,487.82,-170878.13
2025-11-21,U002,0.0,719.12,79.73,62.24,207.85,4.86,109.84,92.01,0.0,0.0,0.0,162.59,172.08,79.73,299.86,167.45,0.0,0.0,0.0,299.86,-171597.25
2025-11-22,U002,0.0,1033.12,51.7,36.63,424.45,35.41,177.25,201.69,0.0,0.0,0.0,105.99,0.0,237.1,142.62,653.4,0.0,0.0,0.0,142.62,-172630.37
2025-11-23,U002,0.0,1493.04,77.56,0.0,464.95,63.96,193.75,530.76,0.0,0.0,0.0,162.06,724.51,464.95,303.58,0.0,0.0,0.0,0.0,303.58,-174123.41
