txn_id,user_id,txn_datetime,direction,category,merchant,amount_inr,payment_method,payment_rail,payment_subtype,instrument_id,is_upi,is_gpay,is_credit_card,notes
T000527,U001,2025-11-09T18:15:00,debit,GROCERIES,Local store,69.78,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000528,U001,2025-11-09T17:35:00,debit,TRANSPORT,Metro card,199.13,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000529,U001,2025-11-09T20:40:00,debit,ENTERTAINMENT,Cafe,246.88,card,CARD,debit_card,PI005,False,False,False,
T000530,U001,2025-11-09T16:50:00,debit,MISC,UPI transfer,1565.03,upi,UPI,phonepe,PI002,True,False,False,
T000531,U001,2025-11-10T20:05:00,debit,FOOD_DELIVERY,Swiggy,534.85,upi,UPI,gpay,PI001,True,True,False,Food order
T000532,U001,2025-11-10T12:50:00,debit,GROCERIES,DMart,118.31,card,CARD,debit_card,PI005,False,False,False,
T000533,U001,2025-11-10T14:15:00,debit,TRANSPORT,Uber,203.99,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000534,U001,2025-11-10T17:55:00,debit,ENTERTAINMENT,Movies,83.12,card,CARD,debit_card,PI005,False,False,False,
T000535,U001,2025-11-10T11:55:00,debit,HEALTHCARE,Pharmacy,96.76,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000536,U001,2025-11-10T16:30:00,debit,MISC,Wallet,939.84,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000537,U001,2025-11-11T22:10:00,debit,FOOD_DELIVERY,Zomato,935.49,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000538,U001,2025-11-11T14:25:00,debit,ECOMMERCE,Flipkart,124.9,wallet,WALLET,amazon_pay,PI035,False,False,False,Online shopping
T000539,U001,2025-11-11T13:15:00,debit,GROCERIES,Local store,253.87,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000540,U001,2025-11-11T10:05:00,debit,TRANSPORT,Uber,238.52,upi,UPI,gpay,PI001,True,True,False,
T000541,U001,2025-11-11T18:55:00,debit,ENTERTAINMENT,YouTube Premium,294.81,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000542,U001,2025-11-11T17:00:00,debit,HEALTHCARE,Lab test,140.96,upi,UPI,bank_upi,PI003,True,False,False,
T000543,U001,2025-11-11T20:15:00,debit,MISC,Bar,536.62,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000544,U001,2025-11-12T21:55:00,debit,FOOD_DELIVERY,Zomato,127.67,wallet,WALLET,paytm_wallet,PI006,False,False,False,Food order
T000545,U001,2025-11-12T17:30:00,debit,ECOMMERCE,Flipkart,74.42,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000546,U001,2025-11-12T09:15:00,debit,GROCERIES,BigBasket,123.96,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000547,U001,2025-11-12T18:25:00,debit,TRANSPORT,Uber,122.24,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000548,U001,2025-11-12T16:40:00,debit,HEALTHCARE,Clinic,136.42,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000549,U001,2025-11-12T19:00:00,debit,MISC,Bar,547.58,card,CARD,credit_card,PI004,False,False,True,
T000550,U001,2025-11-13T19:10:00,debit,FOOD_DELIVERY,Swiggy,501.74,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000551,U001,2025-11-13T19:10:00,debit,ECOMMERCE,Myntra,164.54,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000552,U001,2025-11-13T10:40:00,debit,GROCERIES,DMart,84.76,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000553,U001,2025-11-13T10:15:00,debit,TRANSPORT,Uber,185.74,card,CARD,debit_card,PI005,False,False,False,
T000554,U001,2025-11-13T16:30:00,debit,HEALTHCARE,Pharmacy,27.38,upi,UPI,phonepe,PI002,True,False,False,
T000555,U001,2025-11-13T13:55:00,debit,MISC,Cigarettes,376.31,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000556,U001,2025-11-14T21:55:00,debit,FOOD_DELIVERY,Swiggy,187.84,card,CARD,credit_card,PI004,False,False,True,Food order
T000557,U001,2025-11-14T10:50:00,debit,ECOMMERCE,Myntra,139.28,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000558,U001,2025-11-14T18:05:00,debit,GROCERIES,Local store,163.63,card,CARD,credit_card,PI004,False,False,True,
T000559,U001,2025-11-14T16:10:00,debit,TRANSPORT,Auto,265.77,upi,UPI,gpay,PI001,True,True,False,
T000560,U001,2025-11-14T17:00:00,debit,ENTERTAINMENT,Netflix,137.04,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000561,U001,2025-11-14T09:10:00,debit,HEALTHCARE,Lab test,83.61,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000562,U001,2025-11-14T18:45:00,debit,MISC,UPI transfer,140.33,card,CARD,debit_card,PI005,False,False,False,
T000563,U001,2025-11-15T21:30:00,debit,FOOD_DELIVERY,Swiggy,309.05,upi,UPI,phonepe,PI002,True,False,False,Food order
T000564,U001,2025-11-15T22:55:00,debit,ECOMMERCE,Flipkart,1311.96,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000565,U001,2025-11-15T15:40:00,debit,GROCERIES,DMart,64.6,upi,UPI,phonepe,PI002,True,False,False,
T000566,U001,2025-11-15T10:25:00,debit,TRANSPORT,Metro card,212.85,upi,UPI,gpay,PI001,True,True,False,
T000567,U001,2025-11-15T21:25:00,debit,ENTERTAINMENT,Netflix,246.35,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000568,U001,2025-11-15T14:10:00,debit,HEALTHCARE,Lab test,125.9,upi,UPI,gpay,PI001,True,True,False,
T000569,U001,2025-11-15T11:15:00,debit,MISC,UPI transfer,272.18,card,CARD,credit_card,PI004,False,False,True,
T000570,U001,2025-11-16T22:30:00,debit,FOOD_DELIVERY,Swiggy,420.88,wallet,WALLET,paytm_wallet,PI006,False,False,False,Food order
T000571,U001,2025-11-16T16:05:00,debit,GROCERIES,DMart,219.59,upi,UPI,bank_upi,PI003,True,False,False,
T000572,U001,2025-11-16T13:10:00,debit,TRANSPORT,Metro card,208.9,upi,UPI,gpay,PI001,True,True,False,
T000573,U001,2025-11-16T12:05:00,debit,HEALTHCARE,Clinic,67.55,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000574,U001,2025-11-16T20:55:00,debit,MISC,Bar,612.0,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000575,U001,2025-11-17T20:00:00,debit,FOOD_DELIVERY,Zomato,470.1,upi,UPI,gpay,PI001,True,True,False,Food order
T000576,U001,2025-11-17T21:25:00,debit,ECOMMERCE,Amazon,198.93,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000577,U001,2025-11-17T09:00:00,debit,GROCERIES,DMart,364.67,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000578,U001,2025-11-17T15:35:00,debit,TRANSPORT,Uber,170.32,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000579,U001,2025-11-17T17:05:00,debit,ENTERTAINMENT,Netflix,169.64,upi,UPI,gpay,PI001,True,True,False,
T000580,U001,2025-11-17T14:50:00,debit,MISC,Cigarettes,540.0,upi,UPI,gpay,PI001,True,True,False,
T000581,U001,2025-11-18T20:45:00,debit,FOOD_DELIVERY,Zomato,499.31,card,CARD,debit_card,PI005,False,False,False,Food order
T000582,U001,2025-11-18T12:40:00,debit,FOOD_DELIVERY,Zomato,384.27,wallet,WALLET,paytm_wallet,PI006,False,False,False,Food order
T000583,U001,2025-11-18T16:10:00,debit,ECOMMERCE,Amazon,127.32,card,CARD,debit_card,PI005,False,False,False,Online shopping
T000584,U001,2025-11-18T14:15:00,debit,GROCERIES,BigBasket,98.83,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000585,U001,2025-11-18T14:05:00,debit,TRANSPORT,Uber,201.5,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000586,U001,2025-11-18T20:20:00,debit,ENTERTAINMENT,Cafe,3.28,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000587,U001,2025-11-18T11:20:00,debit,HEALTHCARE,Clinic,56.9,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000588,U001,2025-11-18T15:55:00,debit,MISC,UPI transfer,405.45,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000589,U001,2025-11-19T20:45:00,debit,FOOD_DELIVERY,Swiggy,543.42,upi,UPI,gpay,PI001,True,True,False,Food order
T000590,U001,2025-11-19T12:05:00,debit,GROCERIES,DMart,59.55,upi,UPI,bank_upi,PI003,True,False,False,
T000591,U001,2025-11-19T17:45:00,debit,TRANSPORT,Auto,288.86,upi,UPI,gpay,PI001,True,True,False,
T000592,U001,2025-11-19T15:30:00,debit,MISC,Bar,317.13,card,CARD,credit_card,PI004,False,False,True,
T000593,U001,2025-11-20T20:45:00,debit,FOOD_DELIVERY,Swiggy,281.57,wallet,WALLET,amazon_pay,PI035,False,False,False,Food order
T000594,U001,2025-11-20T19:45:00,debit,GROCERIES,DMart,59.72,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000595,U001,2025-11-20T20:15:00,debit,TRANSPORT,Metro card,152.37,upi,UPI,bank_upi,PI003,True,False,False,
T000596,U001,2025-11-20T09:40:00,debit,HEALTHCARE,Clinic,83.1,card,CARD,debit_card,PI005,False,False,False,
T000597,U001,2025-11-20T12:55:00,debit,MISC,Bar,491.84,upi,UPI,gpay,PI001,True,True,False,
T000598,U001,2025-11-21T23:05:00,debit,FOOD_DELIVERY,Zomato,323.71,upi,UPI,gpay,PI001,True,True,False,Food order
T000599,U001,2025-11-21T14:10:00,debit,ECOMMERCE,Amazon,185.42,upi,UPI,phonepe,PI002,True,False,False,Online shopping
T000600,U001,2025-11-21T16:50:00,debit,GROCERIES,DMart,139.6,card,CARD,credit_card,PI004,False,False,True,
T000601,U001,2025-11-21T09:30:00,debit,TRANSPORT,Ola,278.4,card,CARD,credit_card,PI004,False,False,True,
T000602,U001,2025-11-21T17:15:00,debit,ENTERTAINMENT,Netflix,173.36,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000603,U001,2025-11-21T13:25:00,debit,MISC,Cigarettes,206.76,upi,UPI,gpay,PI001,True,True,False,
T000604,U001,2025-11-22T23:25:00,debit,FOOD_DELIVERY,Swiggy,594.75,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000605,U001,2025-11-22T17:05:00,debit,ECOMMERCE,Flipkart,615.9,card,CARD,credit_card,PI004,False,False,True,Online shopping
T000606,U001,2025-11-22T16:35:00,debit,GROCERIES,Local store,259.34,card,CARD,credit_card,PI004,False,False,True,
T000607,U001,2025-11-22T16:40:00,debit,TRANSPORT,Ola,189.28,upi,UPI,gpay,PI001,True,True,False,
T000608,U001,2025-11-22T19:55:00,debit,ENTERTAINMENT,Cafe,6.95,upi,UPI,gpay,PI001,True,True,False,
T000609,U001,2025-11-22T17:15:00,debit,HEALTHCARE,Clinic,51.84,card,CARD,credit_card,PI004,False,False,True,
T000610,U001,2025-11-22T17:35:00,debit,MISC,Cigarettes,609.1,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000611,U001,2025-11-23T23:25:00,debit,FOOD_DELIVERY,Swiggy,326.02,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000612,U001,2025-11-23T21:30:00,debit,TRANSPORT,Auto,100.93,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000613,U001,2025-11-23T22:40:00,debit,ENTERTAINMENT,Movies,201.75,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000614,U001,2025-11-23T11:00:00,debit,HEALTHCARE,Clinic,89.66,upi,UPI,phonepe,PI002,True,False,False,
T000615,U001,2025-11-23T18:30:00,debit,MISC,Cigarettes,883.48,upi,UPI,phonepe,PI002,True,False,False,
T000616,U001,2025-11-24T21:30:00,debit,FOOD_DELIVERY,Swiggy,561.75,card,CARD,credit_card,PI004,False,False,True,Food order
T000617,U001,2025-11-24T12:35:00,debit,ECOMMERCE,Flipkart,144.15,wallet,WALLET,amazon_pay,PI035,False,False,False,Online shopping
T000618,U001,2025-11-24T12:00:00,debit,GROCERIES,Local store,220.45,upi,UPI,gpay,PI001,True,True,False,
T000619,U001,2025-11-24T11:40:00,debit,TRANSPORT,Metro card,118.4,card,CARD,credit_card,PI004,False,False,True,
T000620,U001,2025-11-24T20:35:00,debit,ENTERTAINMENT,YouTube Premium,133.55,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000621,U001,2025-11-24T12:15:00,debit,HEALTHCARE,Clinic,26.64,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000622,U001,2025-11-24T20:50:00,debit,MISC,UPI transfer,593.51,card,CARD,debit_card,PI005,False,False,False,
T000623,U001,2025-11-25T22:40:00,debit,FOOD_DELIVERY,Swiggy,507.73,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000624,U001,2025-11-25T12:45:00,debit,ECOMMERCE,Flipkart,318.8,wallet,WALLET,paytm_wallet,PI006,False,False,False,Online shopping
T000625,U001,2025-11-25T09:10:00,debit,GROCERIES,DMart,317.84,upi,UPI,bank_upi,PI003,True,False,False,
T000626,U001,2025-11-25T15:50:00,debit,TRANSPORT,Auto,141.66,card,CARD,credit_card,PI004,False,False,True,
T000627,U001,2025-11-25T20:40:00,debit,ENTERTAINMENT,Cafe,76.92,card,CARD,debit_card,PI005,False,False,False,
T000628,U001,2025-11-25T21:45:00,debit,MISC,Bar,252.0,card,CARD,credit_card,PI004,False,False,True,
T000629,U001,2025-11-26T19:45:00,debit,FOOD_DELIVERY,Zomato,545.0,card,CARD,debit_card,PI005,False,False,False,Food order
T000630,U001,2025-11-26T12:45:00,debit,ECOMMERCE,Myntra,416.04,wallet,WALLET,paytm_wallet,PI006,False,False,False,Online shopping
T000631,U001,2025-11-26T17:55:00,debit,GROCERIES,DMart,177.66,upi,UPI,phonepe,PI002,True,False,False,
T000632,U001,2025-11-26T10:40:00,debit,TRANSPORT,Ola,177.46,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000633,U001,2025-11-26T16:55:00,debit,HEALTHCARE,Clinic,87.13,card,CARD,debit_card,PI005,False,False,False,
T000634,U001,2025-11-26T21:20:00,debit,MISC,Cigarettes,349.84,card,CARD,credit_card,PI004,False,False,True,
T000635,U001,2025-11-27T21:20:00,debit,FOOD_DELIVERY,Zomato,377.28,upi,UPI,phonepe,PI002,True,False,False,Food order
T000636,U001,2025-11-27T17:50:00,debit,ECOMMERCE,Flipkart,128.45,upi,UPI,phonepe,PI002,True,False,False,Online shopping
T000637,U001,2025-11-27T10:40:00,debit,GROCERIES,DMart,4.61,card,CARD,credit_card,PI004,False,False,True,
T000638,U001,2025-11-27T16:15:00,debit,TRANSPORT,Auto,210.53,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000639,U001,2025-11-27T11:50:00,debit,HEALTHCARE,Lab test,36.14,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000640,U001,2025-11-27T18:00:00,debit,MISC,Bar,378.0,upi,UPI,phonepe,PI002,True,False,False,
T000641,U001,2025-11-28T21:30:00,debit,FOOD_DELIVERY,Swiggy,332.96,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000642,U001,2025-11-28T11:50:00,debit,ECOMMERCE,Myntra,139.48,card,CARD,debit_card,PI005,False,False,False,Online shopping
T000643,U001,2025-11-28T13:40:00,debit,GROCERIES,DMart,115.19,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000644,U001,2025-11-28T12:50:00,debit,TRANSPORT,Ola,189.92,card,CARD,credit_card,PI004,False,False,True,
T000645,U001,2025-11-28T17:05:00,debit,ENTERTAINMENT,Netflix,294.14,upi,UPI,gpay,PI001,True,True,False,
T000646,U001,2025-11-28T14:40:00,debit,HEALTHCARE,Pharmacy,210.56,card,CARD,debit_card,PI005,False,False,False,
T000647,U001,2025-11-28T17:55:00,debit,MISC,Cigarettes,325.71,card,CARD,debit_card,PI005,False,False,False,
T000648,U001,2025-11-29T21:55:00,debit,FOOD_DELIVERY,Swiggy,202.05,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000649,U001,2025-11-29T10:45:00,debit,ECOMMERCE,Amazon,1049.77,upi,UPI,gpay,PI001,True,True,False,Online shopping
T000650,U001,2025-11-29T17:55:00,debit,ECOMMERCE,Flipkart,806.12,upi,UPI,phonepe,PI002,True,False,False,Online shopping
T000651,U001,2025-11-29T12:05:00,debit,GROCERIES,BigBasket,100.15,upi,UPI,gpay,PI001,True,True,False,
T000652,U001,2025-11-29T19:40:00,debit,TRANSPORT,Ola,164.42,card,CARD,credit_card,PI004,False,False,True,
T000653,U001,2025-11-29T19:20:00,debit,ENTERTAINMENT,Movies,11.5,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000654,U001,2025-11-29T16:15:00,debit,MISC,UPI transfer,596.42,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000655,U001,2025-11-30T11:00:00,credit,INCOME,Salary,45000.0,bank_transfer,BANK_TRANSFER,imps,PI008,False,False,False,
T000656,U001,2025-11-30T22:30:00,debit,FOOD_DELIVERY,Zomato,172.08,wallet,WALLET,paytm_wallet,PI006,False,False,False,Food order
T000657,U001,2025-11-30T13:20:00,debit,GROCERIES,Local store,361.6,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000658,U001,2025-11-30T08:35:00,debit,TRANSPORT,Metro card,177.7,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000659,U001,2025-11-30T17:40:00,debit,ENTERTAINMENT,Movies,157.31,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000660,U001,2025-11-30T22:20:00,debit,MISC,UPI transfer,666.0,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000661,U001,2025-12-01T22:45:00,debit,FOOD_DELIVERY,Swiggy,388.15,wallet,WALLET,amazon_pay,PI035,False,False,False,Food order
T000662,U001,2025-12-01T11:20:00,debit,GROCERIES,BigBasket,198.94,card,CARD,debit_card,PI005,False,False,False,
T000663,U001,2025-12-01T18:00:00,debit,TRANSPORT,Ola,236.59,upi,UPI,gpay,PI001,True,True,False,
T000664,U001,2025-12-01T18:50:00,debit,ENTERTAINMENT,YouTube Premium,233.37,upi,UPI,gpay,PI001,True,True,False,
T000665,U001,2025-12-01T13:20:00,debit,MISC,UPI transfer,533.22,upi,UPI,bank_upi,PI003,True,False,False,
T000666,U001,2025-12-02T20:10:00,debit,FOOD_DELIVERY,Zomato,382.12,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000667,U001,2025-12-02T22:05:00,debit,ECOMMERCE,Amazon,286.42,netbanking,NETBANKING,netbanking,PI007,False,False,False,Online shopping
T000668,U001,2025-12-02T19:05:00,debit,GROCERIES,Local store,211.22,card,CARD,debit_card,PI005,False,False,False,
T000669,U001,2025-12-02T17:10:00,debit,TRANSPORT,Uber,259.36,card,CARD,credit_card,PI004,False,False,True,
T000670,U001,2025-12-02T20:15:00,debit,ENTERTAINMENT,YouTube Premium,159.2,upi,UPI,bank_upi,PI003,True,False,False,
T000671,U001,2025-12-02T19:50:00,debit,MISC,UPI transfer,342.02,card,CARD,debit_card,PI005,False,False,False,
T000672,U001,2025-12-03T21:20:00,debit,FOOD_DELIVERY,Swiggy,50.93,wallet,WALLET,amazon_pay,PI035,False,False,False,Food order
T000673,U001,2025-12-03T16:40:00,debit,ECOMMERCE,Flipkart,543.55,wallet,WALLET,paytm_wallet,PI006,False,False,False,Online shopping
T000674,U001,2025-12-03T18:55:00,debit,GROCERIES,DMart,83.1,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000675,U001,2025-12-03T09:05:00,debit,TRANSPORT,Metro card,229.24,upi,UPI,phonepe,PI002,True,False,False,
T000676,U001,2025-12-03T19:55:00,debit,ENTERTAINMENT,Movies,318.34,card,CARD,credit_card,PI004,False,False,True,
T000677,U001,2025-12-03T15:55:00,debit,HEALTHCARE,Lab test,53.89,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000678,U001,2025-12-03T11:15:00,debit,MISC,Bar,670.31,card,CARD,debit_card,PI005,False,False,False,
T000679,U001,2025-12-04T23:55:00,debit,FOOD_DELIVERY,Swiggy,334.41,card,CARD,debit_card,PI005,False,False,False,Food order
T000680,U001,2025-12-04T12:15:00,debit,FOOD_DELIVERY,Zomato,379.72,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000681,U001,2025-12-04T10:05:00,debit,GROCERIES,Local store,322.99,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000682,U001,2025-12-04T16:35:00,debit,TRANSPORT,Ola,106.53,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000683,U001,2025-12-04T20:15:00,debit,ENTERTAINMENT,Movies,20.52,card,CARD,credit_card,PI004,False,False,True,
T000684,U001,2025-12-04T09:05:00,debit,HEALTHCARE,Lab test,2.86,card,CARD,credit_card,PI004,False,False,True,
T000685,U001,2025-12-04T10:25:00,debit,MISC,Bar,627.1,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000686,U001,2025-12-05T21:25:00,debit,FOOD_DELIVERY,Zomato,466.28,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000687,U001,2025-12-05T20:50:00,debit,ECOMMERCE,Amazon,215.8,card,CARD,debit_card,PI005,False,False,False,Online shopping
T000688,U001,2025-12-05T18:25:00,debit,GROCERIES,Local store,325.4,upi,UPI,gpay,PI001,True,True,False,
T000689,U001,2025-12-05T15:55:00,debit,TRANSPORT,Metro card,245.43,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000690,U001,2025-12-05T21:40:00,debit,ENTERTAINMENT,Netflix,26.2,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000691,U001,2025-12-05T14:25:00,debit,HEALTHCARE,Clinic,135.92,upi,UPI,gpay,PI001,True,True,False,
T000692,U001,2025-12-05T09:35:00,debit,RENT_OR_HOME,Office rent,12000.0,upi,UPI,bank_upi,PI003,True,False,False,Scheduled payment
T000693,U001,2025-12-05T15:35:00,debit,MISC,Wallet,486.0,card,CARD,debit_card,PI005,False,False,False,
T000694,U001,2025-12-06T20:40:00,debit,FOOD_DELIVERY,Swiggy,525.75,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000695,U001,2025-12-06T19:50:00,debit,ECOMMERCE,Myntra,958.35,card,CARD,debit_card,PI005,False,False,False,Online shopping
T000696,U001,2025-12-06T19:40:00,debit,ECOMMERCE,Amazon,1625.14,upi,UPI,gpay,PI001,True,True,False,Online shopping
T000697,U001,2025-12-06T13:45:00,debit,GROCERIES,BigBasket,231.66,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000698,U001,2025-12-06T16:15:00,debit,TRANSPORT,Uber,128.79,card,CARD,credit_card,PI004,False,False,True,
T000699,U001,2025-12-06T22:55:00,debit,ENTERTAINMENT,Cafe,144.11,card,CARD,credit_card,PI004,False,False,True,
T000700,U001,2025-12-06T14:05:00,debit,HEALTHCARE,Lab test,28.78,upi,UPI,gpay,PI001,True,True,False,
T000701,U001,2025-12-06T12:20:00,debit,MISC,Wallet,576.59,upi,UPI,bank_upi,PI003,True,False,False,
T000702,U001,2025-12-07T20:10:00,debit,FOOD_DELIVERY,Zomato,87.79,upi,UPI,bank_upi,PI003,True,False,False,Food order
T000703,U001,2025-12-07T20:35:00,debit,ECOMMERCE,Flipkart,105.66,upi,UPI,bank_upi,PI003,True,False,False,Online shopping
T000704,U001,2025-12-07T13:25:00,debit,GROCERIES,DMart,294.32,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000705,U001,2025-12-07T13:25:00,debit,TRANSPORT,Uber,227.44,upi,UPI,phonepe,PI002,True,False,False,
T000706,U001,2025-12-07T22:25:00,debit,ENTERTAINMENT,Movies,5.08,upi,UPI,phonepe,PI002,True,False,False,
T000707,U001,2025-12-07T17:30:00,debit,HEALTHCARE,Pharmacy,71.49,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000708,U001,2025-12-07T12:40:00,debit,MISC,UPI transfer,216.0,card,CARD,debit_card,PI005,False,False,False,
T000709,U001,2025-12-08T22:15:00,debit,FOOD_DELIVERY,Swiggy,61.03,card,CARD,credit_card,PI004,False,False,True,Food order
T000710,U001,2025-12-08T11:55:00,debit,ECOMMERCE,Amazon,27.47,card,CARD,credit_card,PI004,False,False,True,Online shopping
T000711,U001,2025-12-08T09:30:00,debit,GROCERIES,BigBasket,294.87,upi,UPI,gpay,PI001,True,True,False,
T000712,U001,2025-12-08T16:30:00,debit,TRANSPORT,Auto,125.74,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000713,U001,2025-12-08T17:10:00,debit,ENTERTAINMENT,Netflix,201.45,upi,UPI,phonepe,PI002,True,False,False,
T000714,U001,2025-12-08T16:30:00,debit,MISC,Bar,234.0,wallet,WALLET,paytm_wallet,PI006,False,False,False,
T000715,U001,2025-12-09T20:30:00,debit,FOOD_DELIVERY,Zomato,426.84,card,CARD,debit_card,PI005,False,False,False,Food order
T000716,U001,2025-12-09T12:45:00,debit,FOOD_DELIVERY,Swiggy,318.69,wallet,WALLET,paytm_wallet,PI006,False,False,False,Food order
T000717,U001,2025-12-09T15:20:00,debit,ECOMMERCE,Flipkart,11.14,upi,UPI,gpay,PI001,True,True,False,Online shopping
T000718,U001,2025-12-09T15:10:00,debit,GROCERIES,Local store,170.93,card,CARD,credit_card,PI004,False,False,True,
T000719,U001,2025-12-09T18:55:00,debit,TRANSPORT,Uber,207.31,upi,UPI,phonepe,PI002,True,False,False,
T000720,U001,2025-12-09T19:15:00,debit,ENTERTAINMENT,Netflix,61.02,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000721,U001,2025-12-09T11:25:00,debit,HEALTHCARE,Pharmacy,118.01,card,CARD,credit_card,PI004,False,False,True,
T000722,U001,2025-12-09T15:05:00,debit,MISC,Bar,216.0,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000723,U001,2025-12-10T23:00:00,debit,FOOD_DELIVERY,Zomato,919.12,upi,UPI,phonepe,PI002,True,False,False,Food order
T000724,U001,2025-12-10T17:40:00,debit,ECOMMERCE,Myntra,556.07,card,CARD,credit_card,PI004,False,False,True,Online shopping
T000725,U001,2025-12-10T11:20:00,debit,GROCERIES,BigBasket,136.72,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000726,U001,2025-12-10T19:25:00,debit,TRANSPORT,Uber,175.31,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000727,U001,2025-12-10T18:20:00,debit,ENTERTAINMENT,Cafe,274.29,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000728,U001,2025-12-10T19:55:00,debit,MISC,Wallet,510.94,card,CARD,credit_card,PI004,False,False,True,
T000729,U001,2025-12-11T22:35:00,debit,FOOD_DELIVERY,Zomato,508.59,netbanking,NETBANKING,netbanking,PI007,False,False,False,Food order
T000730,U001,2025-12-11T19:35:00,debit,ECOMMERCE,Amazon,837.25,card,CARD,credit_card,PI004,False,False,True,Online shopping
T000731,U001,2025-12-11T10:25:00,debit,GROCERIES,BigBasket,93.6,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000732,U001,2025-12-11T15:45:00,debit,TRANSPORT,Ola,171.11,netbanking,NETBANKING,netbanking,PI007,False,False,False,
T000733,U001,2025-12-11T21:40:00,debit,ENTERTAINMENT,Cafe,38.44,wallet,WALLET,amazon_pay,PI035,False,False,False,
T000734,U001,2025-12-11T14:40:00,debit,HEALTHCARE,Clinic,19.01,netbanking,NETBANKING,netbanking,PI007,False,False,False,
